+-------------+--------------+--------------+-----------------------+------------------+-----+
| c_last_name | c_first_name | c_salutation | c_preferred_cust_flag | ss_ticket_number | cnt |
| Bear        | Edward       | Dr.          | N                     | 52516064         | 15  |
| Beard       | Mark         | NULL         | NULL                  | 52754757         | 15  |
| Beard       | William      | Sir          | Y                     | 63693596         | 16  |
| Beasley     | Brooke       | Miss         | N                     | 41764766         | 15  |
| Beasley     | Rosalva      | Dr.          | N                     | 60704446         | 15  |
| Beattie     | James        | Dr.          | Y                     | 44361164         | 15  |
| Beatty      | Janice       | Dr.          | N                     | 49547995         | 15  |
| Beatty      | Marcos       | Mr.          | Y                     | 40856553         | 15  |
| Beaty       | Jacob        | Dr.          | N                     | 36375041         | 16  |
| Beaudry     | Rhonda       | Miss         | N                     | 52295753         | 15  |
| Beaulieu    | Catherine    | Miss         | N                     | 41845016         | 15  |
| Beavers     | Jefferson    | Sir          | Y                     | 36276838         | 15  |
| Beavers     | Melissa      | Miss         | N                     | 58562757         | 15  |
| Beavers     | Orville      | Sir          | Y                     | 50578867         | 15  |
| Beck        | Betty        | Mrs.         | N                     | 57153849         | 15  |
| Beck        | Brittany     | Mrs.         | N                     | 61411610         | 15  |
| Beck        | Vernon       | Sir          | Y                     | 65266182         | 15  |
| Becker      | Cherly       | Miss         | N                     | 65876832         | 16  |
| Becker      | Roman        | Dr.          | N                     | 41899939         | 15  |
| Becker      | Walter       | Dr.          | Y                     | 61881486         | 15  |
| Beckett     | Michael      | Dr.          | N                     | 65701342         | 15  |
| Beckett     | Tom          | Dr.          | N                     | 37418859         | 16  |
| Beckham     | Howard       | Mr.          | N                     | 52531879         | 15  |
| Beckwith    | Paul         | Dr.          | Y                     | 41707579         | 16  |
| Bedford     | Dennis       | Dr.          | N                     | 70649022         | 16  |
| Begley      | John         | Sir          | Y                     | 70426900         | 15  |
| Begley      | Michael      | Dr.          | N                     | 66638936         | 15  |
| Behrens     | Donald       | Mr.          | N                     | 51999784         | 16  |
| Belcher     | John         | Sir          | N                     | 38444051         | 15  |
| Bell        | Alberto      | Dr.          | N                     | 54459864         | 15  |
| Bell        | Darren       | Dr.          | N                     | 64341465         | 15  |
| Bell        | Don          | Mr.          | Y                     | 39137418         | 15  |
| Bell        | Dorothy      | Ms.          | N                     | 56278866         | 16  |
| Bell        | Edward       | Mr.          | Y                     | 50883700         | 16  |
| Bell        | Elizabeth    | Miss         | Y                     | 48233451         | 16  |
| Bell        | George       | Sir          | N                     | 53029899         | 16  |
| Bell        | Glenn        | Mr.          | N                     | 54724122         | 15  |
| Bell        | Jeff         | Mr.          | N                     | 63143857         | 16  |
| Bell        | Joe          | Sir          | N                     | 68957761         | 15  |
| Bell        | Ken          | Dr.          | Y                     | 56093548         | 15  |
| Bell        | Mark         | Sir          | Y                     | 41283875         | 15  |
| Bell        | Megan        | Mrs.         | Y                     | 71089858         | 15  |
| Bell        | Monika       | Mrs.         | Y                     | 45903241         | 15  |
| Bell        | Ronnie       | Dr.          | N                     | 62476254         | 15  |
| Bell        | Theodora     | Miss         | Y                     | 55405212         | 16  |
| Bell        | Walter       | Sir          | N                     | 39825756         | 15  |
| Bell        | Wilfredo     | Sir          | Y                     | 38073013         | 15  |
| Belt        | Raymon       | Mr.          | N                     | 43557317         | 16  |
| Benavides   | Ute          | Dr.          | N                     | 48041805         | 16  |
| Bender      | Yvette       | Miss         | Y                     | 47073202         | 15  |
| Benitez     | Jason        | Mr.          | N                     | 59615814         | 15  |
| Benitez     | Shena        | Mrs.         | Y                     | 70246862         | 15  |
| Bennett     | Daniel       | Sir          | Y                     | 70567953         | 15  |
| Bennett     | Gina         | Mrs.         | N                     | 64136262         | 15  |
| Bennett     | James        | Dr.          | N                     | 56451793         | 16  |
| Bennett     | Jennifer     | Mrs.         | N                     | 45168968         | 15  |
| Bennett     | Jon          | Dr.          | N                     | 55959071         | 16  |
| Bennett     | Maxine       | Mrs.         | Y                     | 36407451         | 15  |
| Bennett     | Rodger       | Dr.          | N                     | 63531221         | 16  |
| Bennett     | Scott        | Dr.          | N                     | 56783939         | 15  |
| Bennett     | Veronica     | Miss         | N                     | 56677182         | 15  |
| Bennett     | Willard      | Mr.          | Y                     | 66665271         | 15  |
